ID	Gene.Symbol
GHRHR	8.357048035
PRKCG	8.353890419
FABP5	8.350449562
PER1	8.339064598
PFKP	8.333851814
GAL	8.329137802
ETV7	8.320160866
ASS1	8.318899155
FGF20	8.312951088
TFAP2C	8.31294632
EIF5A2	8.310600281
PWAR4	8.308896065
CYP11A1	8.300457001
TPM3	8.299477577
TGM1	8.293391228
TREM2	8.291872025
VAV1	8.289322853
MYO6	8.288425446
SLC7A11	8.285246849
THRIL	8.283813477
MST1	8.280560493
SLC22A3	8.277738571
ZAP70	8.27203846
S100A1	8.269821167
NACC1	8.266910553
SREBF2	8.266198158
IKZF2	8.263506889
FILIP1L	8.262694359
MIR873	8.258503914
SF3B4	8.255597115
EI24	8.25215435
PPP1CB	8.251571655
PPAT	8.248304367
PITX2	8.246614456
CD81	8.245023727
MIR551B	8.234087944
ERCC8	8.232031822
CANX	8.226483345
PARN	8.219777107
NET1	8.217422485
HYAL1	8.214107513
MIR625	8.213273048
PRUNE2	8.21142292
ACE2	8.209869385
TRPV1	8.207969666
PGRMC1	8.200108528
MYBL2	8.199282646
RGMB-AS1	8.198186874
CHKA	8.191913605
G6PC1	8.189711571
CAPN3	8.188042641
MICB	8.178834915
FAF1	8.173193932
RASGRP1	8.171092987
FAM30A	8.168783188
SLC1A5	8.163614273
PLA2G4A	8.1596632
MIR302D	8.154175758
PRMT7	8.148367882
ENTPD1	8.141336441
CTSA	8.141254425
SRSF1	8.138896942
NR1H4	8.132504463
HSPA6	8.127762794
PTPN13	8.125632286
MDK	8.125621796
AKR1B1	8.125360489
IFNAR1	8.118535995
GGT1	8.117035866
PAX2	8.116575241
CST6	8.102824211
KAT6A	8.100052834
ROCK2	8.095105171
ING3	8.093781471
SOST	8.089208603
VCL	8.089116096
TMC8	8.086971283
SLC3A2	8.084494591
SLC16A4	8.082105637
RFC4	8.075476646
MIR411	8.073234558
HUWE1	8.070660591
RPS15A	8.070446014
SELL	8.066409111
BMX	8.063966751
ADH1C	8.063737869
PRDM14	8.062630653
NT5C2	8.061512947
AMHR2	8.061468124
LTBP1	8.058145523
HLA-DRA	8.057810783
CYBB	8.057782173
SPA17	8.050020218
CBFA2T3	8.050017357
CALD1	8.049406052
GDF5	8.045033455
SLC39A7	8.04060173
LINC01191	8.036654472
GFI1	8.029866219
CHST3	8.027223587
POLG	8.021430969
ACKR3	8.02047348
TCOF1	8.007395744
CGB5	8.004963875
EXTL3	8.003005981
AFAP1	8.001771927
AKAP13	8.000448227
CD226	7.997098446
WASF3	7.995497704
SPRY2	7.993771076
PRPF31	7.992135048
TRE-TTC3-1	7.992132187
TBP	7.986811161
PLEC	7.983773232
MAP1LC3A	7.975373268
S100A14	7.970179558
MYL3	7.969688892
CHD2	7.963192463
DNAJB1	7.960802555
UGT1A9	7.958678722
C3	7.958638191
SKI	7.951656342
PINK1	7.950065136
FKBP5	7.948210716
CNTNAP2	7.947990894
MAPRE2	7.944763184
TRIM37	7.940419197
LOC105379013	7.939888477
MIR885	7.937076569
NAGLU	7.933075428
TNFRSF4	7.930283546
LRATD2	7.926255226
MIR216B	7.921922684
IDS	7.920592308
LAMB1	7.916200638
MIR520A	7.906402588
PPIG	7.90527916
PAPPA	7.902478695
TGFBI	7.900714874
MIR493	7.899401188
LATS1	7.890333652
TMPRSS4	7.88746357
RBL1	7.887071609
DACT1	7.886281967
FUCA1	7.883995533
RARG	7.880963802
RPL3	7.880483627
AURKC	7.87873888
TNFRSF12A	7.877764702
IL9	7.877121925
NUMB	7.86777401
UCP2	7.860408306
TXNRD1	7.854047298
GNB1	7.852635384
CEP55	7.845926762
ELF3	7.845623493
RPL27	7.841431618
KLK13	7.83758688
MOG	7.836393356
RPS6KA3	7.820496559
SIRT6	7.819551468
NR3C2	7.812685013
LAMB3	7.811340332
RING1	7.80993557
LAMA2	7.808151245
FGF13	7.806617737
SERPINC1	7.806225777
TPT1	7.803816795
EVI2A	7.800813198
AIMP2	7.793951035
INHBB	7.791959286
SACS	7.791561127
FZD4	7.78833437
MIR382	7.787905693
PRDX6	7.787355423
SMAD9	7.782037735
RPL31	7.779187202
MCPH1	7.778697968
CEMIP	7.770806789
SH3TC2	7.768460751
SP3	7.763418198
RNASEH2A	7.757025719
LINC00173	7.756548882
ALPL	7.75496006
PSAP	7.749703407
ATIC	7.748806
MADD	7.746227741
CD2	7.743905067
ANAPC1	7.743211746
API5	7.743202209
MBP	7.741152287
CUL5	7.739459038
RBBP6	7.727078438
BTC	7.725981236
TKTL2	7.721193314
TSPO	7.719134331
BOK	7.717897415
HIPK2	7.711503029
ADH5	7.704285622
CCR1	7.70411396
CSNK1D	7.703682423
HDGF	7.695697784
FOXA2	7.691784382
RPL6	7.684843063
RPS6KB2	7.681333065
FAT1	7.680253029
EIF3A	7.676303387
HSD17B2	7.666862965
TBK1	7.659623623
KIF7	7.655784607
USB1	7.654570103
CBX3	7.653972626
TSR2	7.649997711
FKRP	7.648182869
TRIM25	7.637207985
TNFRSF18	7.630682945
LGALS9	7.62883234
CUL2	7.627457619
CNBP	7.626556396
SPHK2	7.618878841
THBD	7.618299007
PBK	7.617871284
PRRT2	7.610002518
RBM8A	7.607909203
CUL4A	7.604558945
KIF14	7.591082573
CKMT1B	7.58753109
FCGR3B	7.587095737
CPS1	7.586995602
TRIM21	7.585366249
CDK9	7.583456516
WNT10A	7.582943916
SMAD6	7.582397938
E2F5	7.580144882
CCN4	7.57668829
RPLP0	7.576551437
APOBEC3G	7.575452805
MIR362	7.568487644
IER3	7.567185402
ATF6	7.567160606
IFIH1	7.562225342
HEATR3	7.553800583
ATP2A2	7.550617218
MIR326	7.548527718
DDX17	7.547675133
ELP1	7.547093868
INPP5D	7.546194077
ERBIN	7.545706749
CHST14	7.545648575
KNG1	7.542616367
POLE2	7.542479992
TES	7.541147709
HTR2A	7.540994644
CRABP2	7.538123608
MAGT1	7.537836075
TCL6	7.531061172
SAA1	7.529374123
TAGLN	7.527070999
MMP26	7.523609638
CLEC3B	7.523584366
SELENOP	7.520545959
DNA2	7.520522594
PCLAF	7.519268036
TTN-AS1	7.515675068
ITGB2	7.512916565
SORT1	7.512431622
FGR	7.512428284
CD5	7.512261391
NCSTN	7.51209116
PCBP2	7.511126518
MIR744	7.510536671
CSTA	7.508711815
C9orf72	7.496465683
COL6A3	7.494060516
AKR1C2	7.493353844
LOC107988030	7.489230633
CNTN2	7.489066124
GPC3-AS1	7.486709595
ATP1A1	7.485662937
NTSR1	7.479258537
NODAL	7.478723526
TOPBP1	7.478365898
WASHC5	7.475857735
INPP4B	7.473966122
RPL8	7.471611023
LPP	7.470766068
XK	7.470478058
MIR492	7.470403671
TBX5	7.469944
MAGED1	7.469500542
WNT7B	7.467120171
DNAJC21	7.466280937
FKBP1A	7.464287758
GOLM2	7.463703156
RPS14	7.462963104
THRB	7.461829185
GCG	7.460964203
SOX18	7.459771156
PANK2	7.458323956
ATP5F1A	7.456544876
NOD1	7.450769901
MYO5A	7.449762821
AFG3L2	7.449584007
SMARCC2	7.43639946
TRAF4	7.433542728
BOK-AS1	7.433150768
PSMC4	7.42767477
MCAM	7.421525478
NUP93	7.415754318
CEP85L	7.411398888
PPOX	7.409090996
CLTC	7.406526566
PDLIM5	7.401730537
CASP5	7.400558472
MIR433	7.398887157
IFNGR1	7.397317886
HIRA	7.39666605
RETN	7.396394253
CTSS	7.39182663
CACNA1G	7.391508102
DNAJC3	7.390632629
TRG	7.389053345
IL18R1	7.388852119
MT1E	7.388440609
H3-4	7.382854939
EPHA4	7.37658596
SLIT2	7.368186951
NRXN1	7.366188049
ABHD12	7.365501404
CLDN2	7.363582611
HSPH1	7.363211155
PPIA	7.361306667
URGCP	7.357016563
GAB1	7.355949402
CTSF	7.354774952
GRB10	7.351017475
FLG	7.348435402
RPL9	7.346046448
H1-0	7.345811367
TRA2B	7.343019962
NRIP1	7.339813709
FPGS	7.339804649
ARSB	7.339018822
EPHX2	7.338157177
SLC7A5	7.337985992
MIR876	7.337528706
OSMR	7.333320141
RABIF	7.332764626
MBD1	7.322740555
DSE	7.319667816
NAP1L4	7.317711353
PUM1	7.314534664
DYSF	7.313593864
IL1R2	7.30711937
HTRA1	7.29911232
CCNG2	7.298606396
TET1	7.298000813
TRAF7	7.297506809
PPP1R1B	7.294229507
AKR1B10	7.293997288
ARG1	7.292050838
MRTFB	7.291151047
ARRB2	7.290222168
MBTPS2	7.288759232
SIRPA	7.287670612
MIR1228	7.278969288
MIR369	7.277973175
ABCB7	7.276638985
NDC80	7.27221489
MIR526B	7.269508839
OGA	7.266182423
MLXIPL	7.257231236
ZMYND8	7.256712437
ARSL	7.252113342
FCGR2A	7.245703697
GLUD1	7.243573666
MIR217	7.239887238
OLFM4	7.239236832
CRABP1	7.238749504
SPTLC1	7.236794472
MINCR	7.235679626
LINC00115	7.233379364
KPNB1	7.2318573
TACR1	7.23029232
AP2S1	7.230255127
PLOD1	7.225162983
SCARB2	7.222416878
PRKD2	7.215923786
TEP1	7.20415163
RNF216	7.201519012
SP7	7.194170475
EGLN3	7.194151878
KISS1R	7.188668728
SCD	7.188094139
PKP1	7.187627316
SGCE	7.184092522
POU1F1	7.183785439
PIEZO1	7.182512283
TPM2	7.17982769
SLC26A2	7.177428246
SPAG9	7.177234173
LGR6	7.17643404
ERN1	7.174217701
ACP5	7.170628071
ROR1	7.165531635
ALX4	7.165016174
DDX53	7.161589146
MIR1207	7.153412819
PSMD10	7.150247097
MIR642A	7.149987698
KLK1	7.148747921
MSX2	7.14424324
POLR2A	7.138360977
NME2	7.13739109
PRKD3	7.136219025
THORLNC	7.130297661
CALM3	7.129939556
ZMPSTE24	7.129581451
PRPSAP1	7.12773037
IFNAR2	7.127286911
SPTBN2	7.12597084
MCM5	7.125451565
RPS15	7.121848106
DSPP	7.121545792
IGK	7.119324684
GNPTG	7.116332054
PLS3	7.115375519
PVR	7.114653111
ITGAX	7.114443302
PRSS50	7.108768463
MAT2A	7.105534077
POP1	7.098280907
FGF21	7.096701622
USP6	7.092951775
HLA-DRB5	7.092939854
DHX9	7.089191437
PTGDS	7.081851959
POR	7.08008194
PNKP	7.07959938
H3-5	7.078947544
CYBA	7.077318192
IGBP1	7.075552464
ATP6V1B2	7.07460928
HOXB2	7.07429409
ZG16B	7.072326183
STEAP3	7.069559097
DHDH	7.069223404
DNASE1	7.064402103
JARID2	7.06071949
TUBA1A	7.056781292
MIR299	7.05147171
MSI1	7.044267654
ROCR	7.043104172
SLC22A5	7.043060303
YWHAQ	7.042939663
ERV3-1	7.03712368
FECH	7.033792496
SLC31A1	7.033009529
WNT11	7.031514168
TBX2	7.031454086
CCL7	7.031152725
USF3	7.029443741
PDIA3P1	7.02893734
TNFSF13B	7.026337624
ZMYM3	7.021831512
NIPBL	7.013541222
CARS1	7.009137154
NHEJ1	7.006432056
CAV2	7.001388073
MYH3	6.997246742
PEA15	6.99572134
CARM1	6.989889622
ITPR3	6.985589027
TWIST2	6.983635902
SFTPB	6.973891258
LOC654780	6.970615864
ITPKC	6.969756126
TDP1	6.960688591
ERVW-1	6.955543518
DNM1L	6.955482483
AP3B1	6.955471992
TGFB1I1	6.954595566
SCGB1D2	6.950715065
KPNA2	6.947910309
TCHP	6.947899818
PLAGL1	6.944189548
AKR1A1	6.944178581
GTSE1	6.94086647
ACSL3	6.940831184
PHLPP1	6.939407349
OPRM1	6.93829298
CKM	6.933294296
ADIPOR2	6.931706905
TRAF1	6.930802345
ADCY10	6.926549911
CLOCK	6.9231987
SLC39A6	6.921284199
PAEP	6.917991161
TBXT	6.913816452
PSMD6	6.908421993
ABCB4	6.907008171
PRKRA	6.905365944
SYN1	6.90145874
TMEM54	6.887655258
HHIP	6.887054443
RIPK4	6.883036137
HOXA1	6.880469322
EFEMP1	6.8803339
LAMP2	6.879436493
KCNN4	6.879216671
MIR301B	6.877973557
MIR519D	6.877624512
PIAS3	6.875650883
GTF2I	6.87311554
CD63	6.869440556
VPS16	6.868883133
MFGE8	6.861977577
KCMF1	6.861840248
AARS1	6.859545708
OTX2	6.856022358
ITGA4	6.855676174
PMPCA	6.854744911
CCR3	6.852748871
RSF1	6.851474762
SSTR3	6.850389481
CDK2AP1	6.849640369
NFIX	6.849067688
SSTR5	6.848223686
SLC7A6	6.848087311
IAPP	6.84351635
TPR	6.840598106
DEFB4A	6.837503433
ALAS2	6.836193085
STING1	6.836092949
MPG	6.835715294
KCNMB2-AS1	6.834062576
KCTD13	6.833389759
RRM2B	6.829432487
ICOSLG	6.829428673
TMC6	6.827420712
NR2F2	6.825902462
ITGB6	6.824555397
LINC00324	6.820210934
CD1C	6.819208622
AIFM2	6.815896034
PTX3	6.815594196
TP53INP1	6.814161301
ALAD	6.814140797
FZD10	6.812400818
EIF2B5	6.811374664
ACTG1	6.81124115
HIC2	6.810650349
PRKG1	6.809694767
HAS1	6.807312965
TRIP11	6.805891037
AGPAT2	6.803285122
RARRES1	6.800346851
PSME3	6.798148632
CS	6.792971611
KDM3B	6.792154312
ABCA7	6.786995888
UFC1	6.782235146
IL10RA	6.781963825
MRAS	6.780734062
AVP	6.780667782
OCLN	6.777190208
PDLIM7	6.776108742
NR5A1	6.774899006
FER	6.771351814
CCL11	6.770674706
ALDH18A1	6.766782761
AMBP	6.766599178
DIS3	6.765461922
FOXO4	6.75693655
CD1B	6.756315231
MCM3AP-AS1	6.75562191
METTL14	6.755443573
NFYA	6.754096508
LINC00467	6.753582954
GPC4	6.753359795
PLD2	6.753149986
WDR5	6.749344826
CLIC1	6.748783588
EGR2	6.748496056
AHSG	6.745918751
NONO	6.741021156
IGKC	6.740806103
RPS28	6.731655598
CACNA1B	6.72996521
TNFSF9	6.726929188
MIR629	6.725928783
SETDB1	6.725598335
FOXP4	6.716010571
CSF2RA	6.714165688
MAG	6.713898182
SATB1	6.713231087
MFAP5	6.711206436
UGT2B7	6.710279942
TRIM27	6.702697754
ITGA2B	6.702483177
SF1	6.701136112
ZNF582	6.700885773
MAOB	6.695569992
DTNBP1	6.6946311
HAVCR1	6.688575268
KDM6B	6.684238911
PTK7	6.681731224
CBR1	6.676692963
UBA2	6.676340103
RBP4	6.671808243
DDB1	6.671661377
GSDMD	6.662582397
SCN4A	6.661126614
SLC34A2	6.660507202
PTGER3	6.657515526
COL12A1	6.655770779
FOSB	6.647107124
CYSLTR2	6.64658165
LYZ	6.645236969
KIF5B	6.643246651
CCL17	6.642397404
ZCCHC7	6.640649796
DUSP3	6.639221191
GFPT1	6.639181137
TPI1	6.639107704
ST18	6.63421154
CRYAB	6.633423328
DAG1	6.631534576
CLIC4	6.629984856
GCLC	6.628828526
MERTK	6.628122807
IRF7	6.626708984
PDX1	6.625763893
NEDD4	6.620048046
MIR1246	6.617639542
CHD1L	6.614159584
MMP16	6.614085674
S100P	6.613843441
SCRIB	6.608372211
IRAK1	6.600965023
PIK3R5	6.60061264
ENAH	6.598822594
GGH	6.595910072
SLFN11	6.595774651
TBX21	6.59297657
KAT2A	6.585097313
UNC13D	6.584923744
SUSD2	6.584730625
LRIG1	6.580879688
EEF1A2	6.579995632
TCF7L1	6.578950405
RAB43	6.568846226
GNB3	6.558820248
SRSF3	6.557105541
ACY1	6.55356884
PFKFB3	6.550997734
QKI	6.546740532
SGPL1	6.545257568
ACSL4	6.544276237
PIGR	6.543438911
ANGPTL4	6.542596817
CSNK2B	6.540797234
S1PR1	6.53840971
ANXA7	6.538122177
PDE5A	6.536414146
UROD	6.527933121
DLL3	6.520880699
APH1A	6.519113064
ORAI1	6.519073009
GSK3A	6.511490822
MIR660	6.509661674
OAS1	6.509135246
ESCO2	6.500387669
MC2R	6.49993515
CCR4	6.499278545
EHMT1	6.499105453
COL11A2	6.495241165
PPP1R13L	6.493793011
CARMN	6.490460873
ABCC5	6.488400459
TAB1	6.488059998
CA2	6.487339497
BCCIP	6.487166405
TRAP1	6.486590862
CLDN18	6.485417366
LMO7	6.484118462
LINC01315	6.477393627
FKTN	6.476781845
MIR576	6.475236893
TNFRSF13C	6.471923828
RFC1	6.47141552
ACVRL1	6.471193314
DBH	6.468277931
PPIL4	6.467730522
USF2	6.466799259
HOXA5	6.466412544
ZIC1	6.465068817
IRF2	6.453722
MIR1236	6.45356226
MIR641	6.449278355
LEMD3	6.44882822
SLX1A-SULT1A3	6.446091175
MS4A1	6.445784092
PRPS1	6.445324898
EEF1G	6.444562912
PLIN2	6.442196846
TAFAZZIN	6.441959858
PENK	6.439943314
HYAL2	6.437652111
H6PD	6.437000275
MGA	6.434151173
POLR3A	6.432130814
SAFB	6.427531719
CAMK2G	6.416229248
GOT2	6.41383934
BCDIN3D	6.409119606
UBR5	6.403009415
UBC	6.402834892
MAPRE1	6.401660919
FCGR1A	6.396040916
PIK3C2A	6.39470768
TREX1	6.39419508
NPC2	6.390033722
CCT4	6.387532234
TTPA	6.386699677
CD1E	6.384705067
CBX1	6.381262779
LRP2	6.377346992
CACYBP	6.374718666
ELF5	6.372477055
B4GALT7	6.368966579
MIR522	6.366823196
CALML5	6.364655495
CDR1-AS	6.363228798
HLA-E	6.359585285
SLC2A2	6.359382153
CYP3A7	6.358323574
SLC4A1	6.356888771
MDH2	6.356458664
DUX4	6.354781151
LINC01503	6.352060318
SFPQ	6.351653099
RASSF2	6.349758148
FUT2	6.348753452
GNPTAB	6.346165657
APTX	6.345783234
PYROXD1	6.344415665
MIR767	6.341268063
TBL1X	6.341127396
CXCL3	6.336470127
HCP5	6.331890583
MIR769	6.328687668
RPL10A	6.326504707
SLC17A5	6.325510979
LAMA1	6.325500488
MIR942	6.32257843
EFTUD2	6.319962978
DNAH1	6.318535328
UGT1A6	6.317258358
DCLRE1C	6.315621376
H4C16	6.314676762
NAPSA	6.314650059
LINC00601	6.31356287
MIR519C	6.310166359
RHOD	6.309975624
SEMA3F	6.308487892
IGHG1	6.308280468
NR0B2	6.307509899
FERMT2	6.307221413
NCF2	6.306052208
CGAS	6.303959846
KRT16	6.301825523
PRDX3	6.300859451
AQP1	6.299142838
IRF3	6.296394825
MLLT3	6.294550419
SLC11A1	6.288996696
DYRK1A	6.287559032
RBFOX3	6.286768436
ARPC1B	6.284464836
DUSP6	6.283072948
GMPPB	6.282786369
CACNA1A	6.281559467
POGZ	6.279507637
GUCY2C	6.277554512
HEXA	6.276744843
GSE1	6.275768757
SORL1	6.275286674
CD52	6.271925926
TCN2	6.26950407
RPN1	6.263895988
MIR766	6.263151646
VIPR1	6.262505531
BTG1	6.261937141
MIR1908	6.258440018
DVL2	6.258015156
IL23A	6.253873825
BANF1	6.251461029
SETX	6.251185894
RBBP7	6.250145912
NKX3-2	6.243304253
NBR1	6.242485046
RACGAP1	6.240248203
SCGB1A1	6.23728466
MN1	6.236561775
HNMT	6.235974312
CTPS1	6.232017517
P3H2	6.227625847
CALML3	6.227214813
BRCC3	6.223218918
USP15	6.220796585
ZIC2	6.220665932
HNRNPC	6.218184471
RPE65	6.217598915
ADGRE5	6.216892242
SPN	6.215156555
USP9X	6.215087414
MSI2	6.210771561
TNFSF13	6.209629059
MIR939	6.208409309
COL9A3	6.206029415
PGC	6.203847885
H2AC17	6.202995777
ACKR1	6.201410294
HADHB	6.200169563
BMP1	6.198306084
TIMP4	6.196326733
SNRPB	6.195364952
F7	6.193233013
COG1	6.191964149
ARL11	6.185647964
PARP2	6.184064865
FGD5-AS1	6.181332588
BCHE	6.180463314
H2AC11	6.170707703
DCLK1	6.168251514
KLF1	6.165553093
MIR663B	6.164854527
GLS2	6.162873268
VPS13B	6.162323475
ABCA3	6.161771774
KIF11	6.159453869
GRIN2B	6.157451153
NUMBL	6.157344818
H2BC17	6.153657436
CD69	6.15279007
SIRT7	6.151879787
TMPO	6.151751518
SCN9A	6.147678852
APOC3	6.14632988
AIF1L	6.145951271
PIWIL2	6.145710945
CHRNG	6.144019127
ULK1	6.14399147
TMEM33	6.143047333
TBXAS1	6.140138626
TPBG	6.139016151
SIN3A	6.138101578
MIR655	6.137465
NCR1	6.137314796
FOXD1	6.136523724
BMAL1	6.13583374
IL13RA1	6.132497787
ASNS	6.13037014
CCL21	6.128042221
TUT4	6.126818657
H3C12	6.126605511
NDRG2	6.122338772
FBLN5	6.117231369
NCK1-DT	6.115635872
PLXNA1	6.115307808
TNXB	6.113902092
RNASEH2B	6.113494873
COL10A1	6.111084461
TPP1	6.10923624
CANT1	6.10795784
SLC6A4	6.107245445
EGLN2	6.104878902
H2AC16	6.101675987
ALDH1A2	6.099062443
LUM	6.09505415
CDH15	6.094769478
KRT15	6.093902588
UNG	6.093644142
HTR1A	6.093355656
ARRDC3	6.087500095
CLDN23	6.085618019
RNF213	6.081333637
CASP4	6.079637051
CSNK1E	6.079006195
RPS11	6.078884125
CRAT	6.076469421
BRSK1	6.076358795
EBP	6.076061726
LYST	6.073299408
TEAD1	6.07230854
EFNB1	6.072112083
EDN2	6.071501732
ZMYND10	6.06927824
POLR1H	6.067478657
CD7	6.064933777
SPRR1B	6.064308643
SMARCA5	6.062763214
SSX4	6.061769962
ARMC5	6.06084156
LINC00887	6.059914112
GARS1	6.059796333
RAB7A	6.059016228
MIR548B	6.057868481
HADHA	6.057532787
MIR4443	6.053059101
TLE1	6.050673008
ARHGAP11A	6.049899101
SCT	6.045022011
LIMA1	6.044196129
ELAVL4	6.041113853
BIRC6	6.040645123
BACE1	6.038181305
CAPN9	6.037023067
NLRP1	6.03545475
CD99L2	6.035281181
PIGA	6.034389973
CTNNBIP1	6.031525612
ARHGEF2	6.031502247
CYP2R1	6.030532837
KIF1C	6.028903961
TFDP2	6.027505398
SKIC2	6.025285721
MYOT	6.023866653
EPRS1	6.021025181
FZD2	6.014359474
DCTN1	6.007990837
SART1	6.006165028
IVL	6.00026226
FOXQ1	5.999043941
RNH1	5.997621536
SLC5A1	5.996331692
POU2F1	5.995509624
CD83	5.993686676
COL6A2	5.993123531
H3C13	5.992826462
MAPKAPK2	5.991687775
UBR4	5.990197182
LIG3	5.989006519
NEB	5.983722687
OGFR	5.977798462
CALCR	5.975788116
RCC2	5.974103928
ENPEP	5.973549843
LIN28A	5.972815514
YTHDF1	5.972473621
HOXC13	5.969409466
SOX1	5.967606544
CHN1	5.966358662
MIR509-1	5.962533951
HSPB2	5.959682941
TOP3A	5.958787918
H3-7	5.956819057
ANO7	5.955884933
FIP1L1	5.955803394
GOLM1	5.95558691
ECE1	5.954115868
HNRNPU	5.953835487
SCP2	5.94989872
EFEMP2	5.949045181
ITGB3BP	5.946692944
CHD7	5.939885139
GDF11	5.939235687
G3BP1	5.939002514
GCH1	5.938586235
EPS8	5.938026428
FAT2	5.93775034
RPS3	5.937603951
PLD1	5.937015533
SMAD5-AS1	5.933727264
TP53AIP1	5.932640076
GAS1	5.929782867
CENPF	5.929578781
ACAT1	5.928745747
LGALS8	5.928739071
KAT6B	5.924129009
NR2E3	5.923120022
MIR205HG	5.920348167
P4HB	5.919355869
JUNB	5.919108391
MLST8	5.917610168
GNE	5.91447401
VSIR	5.914094925
STARD3	5.914077759
MIR449B	5.913900375
TAFA4	5.908762932
TLR1	5.905905724
EVPL	5.896676064
PRICKLE1	5.895772934
IL25	5.894263744
CAPN1	5.892732143
ANKRD11	5.886286736
ID2	5.886052608
BEST1	5.881120682
PPT1	5.878502369
CKMT2	5.87625885
PCLO	5.873828888
MAP1LC3B	5.873071671
CDT1	5.872086048
FZD8	5.870224953
OFD1	5.868990898
RBP3	5.868206978
MAST1	5.864061356
COL4A5	5.862216949
TJP2	5.858242989
ARF1	5.858221054
PTPN22	5.856683731
DEFB1	5.853327751
H3C11	5.844985008
PLEK	5.844917774
RPL21	5.844896317
XPO5	5.844702721
RPL19	5.843826294
SMCHD1	5.842798233
LUC7L2	5.840682983
MIR1229	5.840161324
RAD23B	5.836946964
SSTR4	5.832912445
ABCA4	5.828381538
DFFA	5.828305244
NRTN	5.828226089
H2BC11	5.827335358
C1QBP	5.823841095
TRIP4	5.821853638
AQP3	5.819217205
SMN1	5.818835258
SERPINB6	5.810199738
GM2A	5.809987068
REV1	5.807648182
MMP15	5.806382179
KIF4A	5.805814743
NUDT1	5.80437994
SFTPD	5.802412987
CRTC3	5.801110744
GNB4	5.797001839
FAM20C	5.796485901
TRPM7	5.795710564
PAX9	5.791055679
UGT1A10	5.789717197
NCK1	5.787970543
JMJD1C	5.785895824
SIRLNT	5.785180569
PEPD	5.783909321
MCM6	5.780220032
CCL19	5.776582718
PDE6B	5.77586174
COL4A3	5.774037838
NPAT	5.769075871
CEBPG	5.767199516
BCLAF1	5.766051292
CRBN	5.760653973
LITAF	5.75937891
SIX4	5.75485611
DOCK1	5.753826141
WNT9A	5.753219604
GFRA1	5.751182079
CNTF	5.750178814
ATP1A3	5.749756813
OCIAD1	5.746437073
NAP1L1	5.742656231
MATR3	5.742513657
SLC29A3	5.740526199
SLCO1B3	5.737533092
HNRNPD	5.735547066
DST	5.733474731
COQ8A	5.730819702
UFD1	5.724206924
ERF	5.724056244
NOS1	5.722658634
TRERF1	5.72204113
WNK1	5.716502666
HNRNPDL	5.716488838
BAZ1B	5.714896202
MSX1	5.710403919
IFNA17	5.709300518
GSDMA	5.708846092
COL9A2	5.706865788
LGALS7	5.704276562
KMT5A	5.703054905
RAB5A	5.699095726
IFRD2	5.698055267
ADNP	5.697355747
TFAM	5.695077896
AIRE	5.693527222
LINC01511	5.691507339
CYP21A2	5.690299988
IMPDH2	5.688480854
ATG16L1	5.685033321
PYGL	5.683712006
PTAFR	5.681698799
MIR520D	5.679040909
ANO5	5.676157951
CHKB-CPT1B	5.675252438
GJC2	5.671032906
RORC	5.668469906
SFTPC	5.66723156
OGDHL	5.663808823
PPP5C	5.662461281
WDR77	5.661972523
CXCL2	5.660040379
APLN	5.659205914
NAT10	5.657765865
GH2	5.657539845
SEC24C	5.657138824
ARID4A	5.653213978
PGD	5.651738644
INF2	5.650967598
PRSS2	5.648818493
PLP1	5.648026466
PRRX1	5.64243412
TLN1	5.641898632
B3GALT6	5.640734196
SRP54	5.635766029
CGB3	5.633416176
CREB3L1	5.630886555
FAS-AS1	5.626987457
RAB3GAP1	5.625598907
MIR1225	5.624670029
P2RY2	5.623178482
E2F6	5.620625019
CHFR	5.619533539
LOC102723407	5.618969917
TMCO1	5.617487907
NUDC	5.615205288
WASF2	5.613038063
GRHL2	5.607888222
MIR3613	5.606012344
CCAR1	5.601920128
FLT3LG	5.599808693
SPECC1L	5.59745121
ABCB5	5.593512535
S1PR3	5.591383934
PDCD6	5.5912323
TALDO1	5.588810444
MIR552	5.586942196
USP8	5.586920738
CHD3	5.584841251
HNRNPR	5.584279537
DHX15	5.583161354
ELP4	5.580310345
KDM4A	5.579816341
VPS35L	5.578934193
LINC01139	5.577471733
NCR3	5.573103905
ESM1	5.569385052
OGT	5.568434715
RFC3	5.56687355
HGSNAT	5.562904835
TMPRSS3	5.560215473
MAP2K7	5.558942795
CSE1L	5.556746483
RHOH	5.556073189
TIE1	5.555158615
ANXA10	5.552269936
ITGAL	5.5515275
TIMM50	5.550408363
NAIP	5.548383713
MIR3677	5.544543266
STOML2	5.54419899
PCSK6	5.543935299
HCRT	5.543205261
MT-ND2	5.540034771
KCNJ11	5.53494072
FA2H	5.534193039
TYROBP	5.530151367
GPRC6A	5.527630806
C1S	5.525519371
HSD17B13	5.525509834
SDCBP	5.52538681
CAMKK2	5.523192406
POMT1	5.517747402
RNF31	5.514177799
CRTC1	5.51389122
MIR3184	5.512309551
ADAM28	5.511836529
NUDT6	5.503577709
HSPA1B	5.503141403
SUMF1	5.499072075
CHMP2B	5.49755764
AIMP1	5.497143745
SNORD43	5.496741772
MAP1B	5.492702961
ASMTL	5.492441177
SPRED2	5.49007225
ASPA	5.489538193
ELOB	5.489010811
CCNC	5.486951828
COL4A6	5.485630512
UPK3A	5.4830513
